"","lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn"
"13391",57.5,75.5,29,69,41,20,27,18,1,0,12
"13392",57.5,76.5,29,68,41,20,27,17,1,0,13
"13393",57.5,77.5,29,68,40,20,27,17,1,0,13
"13397",57.5,81.5,30,70,38,16,26,17,1,0,13
"13398",57.5,82.5,31,70,37,15,26,18,1,0,13
"13399",57.5,83.5,32,68,37,15,26,18,1,0,12
"13400",57.5,84.5,31,69,37,14,26,18,1,0,12
"13401",57.5,85.5,31,69,36,14,26,17,1,0,13
"13402",57.5,86.5,30,68,37,16,26,17,1,0,13
"13403",57.5,87.5,30,68,37,16,27,18,1,0,13
"13404",57.5,88.5,29,66,37,17,26,17,1,0,13
"13405",57.5,89.5,31,66,37,15,26,17,1,0,13
"13406",57.5,90.5,33,64,37,16,26,19,1,0,13
"13407",57.5,91.5,35,63,37,16,26,20,1,0,14
"13408",57.5,92.5,35,63,37,16,26,19,1,0,14
"13409",57.5,93.5,35,64,37,15,26,18,1,0,14
"13410",57.5,94.5,34,60,37,15,25,21,1,0,14
"13411",57.5,95.5,33,60,35,15,25,20,1,0,14
"13412",57.5,96.5,35,60,36,14,25,20,1,0,12
"13092",58.5,-110.5,21,45,37,16,24,20,1,0,18
"13091",58.5,-111.5,21,50,37,16,24,21,1,0,18
"13090",58.5,-112.5,22,48,36,16,24,21,1,0,18
"13089",58.5,-113.5,22,47,35,16,25,21,1,0,18
"13088",58.5,-114.5,23,48,34,17,25,21,1,0,18
"13087",58.5,-115.5,23,48,33,17,25,21,1,0,18
"13086",58.5,-116.5,23,48,32,16,25,21,1,0,18
"13084",58.5,-118.5,23,45,32,16,26,19,1,0,17
"13083",58.5,-119.5,22,44,30,16,26,21,0,0,17
"13082",58.5,-120.5,22,42,29,15,27,21,0,0,16
"13081",58.5,-121.5,22,42,28,14,27,23,0,0,15
"13080",58.5,-122.5,23,40,29,12,28,22,0,0,15
"13079",58.5,-123.5,23,40,29,12,28,22,0,0,14
"13078",58.5,-124.5,24,39,31,13,28,24,0,0,12
"13077",58.5,-125.5,21,37,32,12,28,26,0,0,12
"13076",58.5,-126.5,22,38,32,12,27,26,0,0,12
"13075",58.5,-127.5,23,37,33,11,27,25,0,1,12
"13074",58.5,-128.5,24,36,32,11,26,25,0,1,13
"13073",58.5,-129.5,24,35,30,10,25,24,0,1,12
"13072",58.5,-130.5,25,35,32,10,25,24,0,1,12
"13071",58.5,-131.5,25,35,32,10,25,25,0,1,12
"13069",58.5,-133.5,27,48,28,15,25,25,0,2,11
"13068",58.5,-134.5,24,45,28,16,23,23,0,2,9
"13067",58.5,-135.5,22,48,24,19,23,20,0,2,8
"13066",58.5,-136.5,19,44,25,18,22,19,0,1,7
"13062",58.5,-154.5,11,34,24,8,20,19,0,0,5
"13061",58.5,-155.5,10,30,23,9,20,20,0,0,5
"13060",58.5,-156.5,11,29,22,6,19,20,0,0,5
"13109",58.5,-93.5,10,32,24,10,17,17,0,0,9
"13107",58.5,-95.5,11,35,26,10,20,17,0,0,8
"13106",58.5,-96.5,10,34,28,10,20,18,0,0,9
"13226",58.5,101.5,28,61,35,12,24,19,0,0,14
"13227",58.5,102.5,28,58,34,13,24,19,0,0,14
"13139",58.5,11.5,26,51,35,28,24,15,0,1,11
"13244",58.5,119.5,25,53,35,11,26,21,0,0,13
"13140",58.5,12.5,30,50,36,23,23,16,0,1,11
"13245",58.5,120.5,25,53,36,9,26,20,0,0,13
"13246",58.5,121.5,25,53,36,9,25,20,0,0,14
"13247",58.5,122.5,24,53,34,9,25,19,0,0,14
"13248",58.5,123.5,24,52,34,9,25,19,0,0,14
"13249",58.5,124.5,23,52,33,9,25,18,0,0,14
"13253",58.5,128.5,25,52,32,9,25,18,0,0,14
"13254",58.5,129.5,24,52,32,9,25,19,0,0,14
"13141",58.5,13.5,29,54,38,23,23,16,0,1,12
"13255",58.5,130.5,24,52,32,9,25,19,0,0,13
"13256",58.5,131.5,24,50,32,9,25,20,0,0,13
"13257",58.5,132.5,24,49,32,9,24,20,0,0,13
"13142",58.5,14.5,26,52,37,23,24,15,0,1,11
"13265",58.5,140.5,26,47,30,9,23,17,0,0,10
"13143",58.5,15.5,28,54,38,23,23,14,0,1,11
"13144",58.5,16.5,30,52,38,25,22,15,0,0,13
"13273",58.5,160.5,23,35,27,7,16,12,0,0,6
"13274",58.5,161.5,22,37,28,9,16,12,0,0,5
"13149",58.5,24.5,34,69,39,26,29,19,0,1,16
"13150",58.5,25.5,32,69,40,25,30,18,0,0,15
"13151",58.5,26.5,31,70,40,26,30,19,0,0,15
"13152",58.5,27.5,31,72,42,25,30,19,0,0,15
"13153",58.5,28.5,30,70,43,26,30,17,0,0,15
"13154",58.5,29.5,32,70,43,25,30,17,0,0,16
"13155",58.5,30.5,32,72,42,25,30,17,0,0,16
"13156",58.5,31.5,32,69,43,25,30,18,0,0,15
"13157",58.5,32.5,30,69,43,25,30,18,0,0,15
"13158",58.5,33.5,29,69,44,24,30,18,0,0,15
"13159",58.5,34.5,28,69,44,25,30,19,0,0,15
"13160",58.5,35.5,30,69,44,24,29,18,0,0,15
"13161",58.5,36.5,31,69,44,24,29,16,0,0,15
"13162",58.5,37.5,30,70,44,24,29,16,0,0,15
"13163",58.5,38.5,30,70,42,24,29,16,0,1,15
"13164",58.5,39.5,30,69,42,24,29,16,0,1,15
"13165",58.5,40.5,29,68,42,23,29,17,0,0,15
"13166",58.5,41.5,29,67,43,23,29,18,0,0,16
"13168",58.5,43.5,29,69,43,23,28,17,0,0,16
"13170",58.5,45.5,30,69,42,23,27,18,0,0,16
"13172",58.5,47.5,31,71,43,23,28,17,0,0,16
"13173",58.5,48.5,28,72,42,22,28,17,0,0,16
"13175",58.5,50.5,28,68,42,22,28,15,0,0,16
"13179",58.5,54.5,28,66,41,20,29,14,0,0,16
"13180",58.5,55.5,29,66,40,20,29,15,0,0,16
"13181",58.5,56.5,29,66,41,19,30,14,0,0,16
"13182",58.5,57.5,30,66,40,18,30,16,0,0,17
"13183",58.5,58.5,31,68,40,18,29,15,0,0,17
"13134",58.5,6.5,20,58,32,23,20,16,0,0,9
"13187",58.5,62.5,29,66,37,19,29,19,1,0,14
"13188",58.5,63.5,29,64,38,19,29,20,1,0,14
"13189",58.5,64.5,28,64,38,19,29,20,1,0,14
"13190",58.5,65.5,28,65,38,20,28,19,1,0,14
"13192",58.5,67.5,28,65,36,20,27,19,1,0,13
"13193",58.5,68.5,28,65,36,20,27,19,1,0,13
"13194",58.5,69.5,28,66,35,20,26,20,1,0,13
"13135",58.5,7.5,20,54,32,23,21,17,0,0,10
"13195",58.5,70.5,26,67,36,20,27,19,1,0,13
"13196",58.5,71.5,25,67,35,20,26,20,1,0,13
"13198",58.5,73.5,25,66,37,20,26,18,1,0,13
"13199",58.5,74.5,24,66,38,20,26,18,1,0,13
"13200",58.5,75.5,24,66,38,19,26,18,1,0,13
"13136",58.5,8.5,22,57,34,26,23,16,0,0,10
"13213",58.5,88.5,28,63,37,15,25,17,1,0,12
"13214",58.5,89.5,28,62,37,15,25,17,1,0,12
"13215",58.5,90.5,29,62,36,15,25,16,1,0,12
"13216",58.5,91.5,31,61,36,15,26,20,1,0,12
"13218",58.5,93.5,31,63,35,14,25,20,1,0,14
"13219",58.5,94.5,29,62,35,14,25,20,1,0,13
"13220",58.5,95.5,30,61,35,14,25,20,0,0,12
"13223",58.5,98.5,29,62,34,12,25,19,0,0,12
"13224",58.5,99.5,28,62,35,12,25,19,0,0,12
"13020",59.5,-111.5,20,46,38,14,25,20,1,0,17
"13019",59.5,-112.5,21,49,36,14,24,20,1,0,18
"13018",59.5,-113.5,21,48,35,15,24,20,1,0,18
"13017",59.5,-114.5,21,48,34,16,24,20,1,0,18
"13016",59.5,-115.5,21,47,35,15,24,20,0,0,18
"13011",59.5,-120.5,21,41,30,13,26,20,0,0,15
"13010",59.5,-121.5,22,42,31,13,27,19,0,0,14
"13008",59.5,-123.5,24,41,32,11,27,23,0,0,12
"13007",59.5,-124.5,23,40,32,10,27,26,0,0,12
"13006",59.5,-125.5,19,38,32,10,26,27,0,0,12
"13005",59.5,-126.5,21,39,33,10,26,27,0,0,12
"13004",59.5,-127.5,23,38,32,10,26,26,0,0,12
"13003",59.5,-128.5,23,39,31,10,26,25,0,0,12
"13002",59.5,-129.5,23,36,31,10,24,25,0,1,12
"13001",59.5,-130.5,25,34,31,10,24,24,0,1,13
"13000",59.5,-131.5,25,35,31,10,24,25,0,1,13
"12998",59.5,-133.5,26,38,31,10,24,26,0,1,13
"12997",59.5,-134.5,27,48,32,15,24,25,0,2,12
"12996",59.5,-135.5,27,54,30,16,24,26,0,2,12
"12995",59.5,-136.5,25,49,28,14,23,24,0,1,10
"12994",59.5,-137.5,21,40,25,13,23,23,0,1,9
"12993",59.5,-138.5,20,41,25,12,23,20,0,1,9
"12992",59.5,-139.5,20,41,24,16,21,20,0,1,8
"12991",59.5,-150.5,14,49,27,18,24,19,0,0,6
"12987",59.5,-154.5,13,38,24,9,21,20,0,0,5
"12986",59.5,-155.5,13,33,24,8,21,20,0,0,7
"12985",59.5,-156.5,12,31,24,8,21,21,0,0,7
"12984",59.5,-157.5,13,30,21,7,22,20,0,0,5
"12983",59.5,-158.5,14,28,22,7,22,20,0,0,5
"12982",59.5,-159.5,13,26,21,5,20,19,0,0,4
"12981",59.5,-160.5,13,25,21,5,18,19,0,0,4
"12980",59.5,-161.5,13,21,20,5,16,19,0,0,3
"13036",59.5,-95.5,8,26,20,7,15,17,0,0,6
"13035",59.5,-96.5,8,27,21,8,18,18,0,0,7
"13034",59.5,-97.5,9,26,21,7,19,17,0,0,8
"13033",59.5,-98.5,9,26,23,7,19,17,0,0,8
"13813",59.5,11.5,26,50,37,22,22,15,0,0,11
"13914",59.5,113.5,27,51,35,11,25,21,0,0,13
"13915",59.5,114.5,27,51,34,11,25,20,0,0,12
"13814",59.5,12.5,23,48,32,19,22,15,0,0,11
"13922",59.5,121.5,22,50,34,9,25,18,0,0,13
"13923",59.5,122.5,22,50,34,9,25,18,0,0,13
"13925",59.5,124.5,22,49,34,8,25,17,0,0,14
"13926",59.5,125.5,22,49,33,8,25,17,0,0,14
"13927",59.5,126.5,22,50,33,8,25,16,0,0,14
"13928",59.5,127.5,22,49,33,8,25,15,0,0,14
"13929",59.5,128.5,22,50,32,8,25,15,0,0,14
"13930",59.5,129.5,22,50,32,8,25,15,0,0,14
"13815",59.5,13.5,26,52,37,20,23,17,0,1,10
"13931",59.5,130.5,22,49,32,8,25,15,0,0,14
"13934",59.5,133.5,22,50,32,7,24,19,0,0,12
"13935",59.5,134.5,22,50,32,7,24,20,0,0,12
"13936",59.5,135.5,25,48,32,7,24,18,0,0,12
"13816",59.5,14.5,26,51,39,21,24,15,0,1,11
"13941",59.5,140.5,26,46,28,7,23,19,0,0,8
"13942",59.5,141.5,22,45,29,7,22,15,0,0,8
"13943",59.5,142.5,23,46,27,8,22,15,0,0,8
"13944",59.5,143.5,23,46,28,10,22,15,0,0,8
"13946",59.5,145.5,23,41,28,9,21,15,0,0,6
"13947",59.5,146.5,23,41,26,9,21,17,0,0,6
"13948",59.5,147.5,23,41,26,11,22,16,0,0,6
"13949",59.5,148.5,23,42,27,12,22,15,0,0,6
"13817",59.5,15.5,25,52,39,22,23,16,0,1,11
"13953",59.5,152.5,23,40,24,9,21,15,0,0,6
"13954",59.5,153.5,21,38,24,9,21,14,0,0,6
"13955",59.5,154.5,22,38,24,12,21,14,0,0,6
"13826",59.5,25.5,29,72,42,29,29,17,0,0,15
"13827",59.5,26.5,29,74,41,29,29,17,0,0,14
"13829",59.5,28.5,30,70,42,27,30,17,0,0,16
"13830",59.5,29.5,31,70,42,27,30,17,0,0,17
"13831",59.5,30.5,32,71,42,26,30,16,0,0,16
"13833",59.5,32.5,30,67,43,25,30,19,0,0,16
"13834",59.5,33.5,29,68,44,25,29,19,0,0,15
"13835",59.5,34.5,27,69,44,24,28,19,0,0,15
"13836",59.5,35.5,28,69,45,24,28,18,0,0,15
"13837",59.5,36.5,27,68,45,24,28,17,0,0,16
"13838",59.5,37.5,26,69,44,24,27,17,0,0,16
"13839",59.5,38.5,26,69,44,24,27,17,0,0,16
"13840",59.5,39.5,26,68,43,22,27,18,0,0,16
"13841",59.5,40.5,25,66,42,22,27,18,0,0,17
"13842",59.5,41.5,25,66,41,22,27,18,0,0,17
"13843",59.5,42.5,25,67,39,22,27,18,0,0,17
"13844",59.5,43.5,24,67,39,22,27,17,0,0,17
"13845",59.5,44.5,24,66,39,22,27,17,0,0,17
"13846",59.5,45.5,25,66,39,22,27,16,0,0,16
"13847",59.5,46.5,25,67,39,22,27,17,0,0,16
"13848",59.5,47.5,25,67,41,22,27,16,0,0,16
"13807",59.5,5.5,7,17,13,8,6,7,0,0,1
"13855",59.5,54.5,27,62,39,20,27,15,0,0,16
"13856",59.5,55.5,28,60,38,19,27,15,0,0,17
"13857",59.5,56.5,28,59,39,19,28,16,0,0,17
"13858",59.5,57.5,29,61,39,18,30,15,0,0,18
"13859",59.5,58.5,30,67,37,18,29,15,0,0,17
"13808",59.5,6.5,17,46,23,19,15,13,0,0,7
"13861",59.5,60.5,27,66,35,18,28,19,0,0,13
"13862",59.5,61.5,27,66,35,19,28,18,0,0,13
"13863",59.5,62.5,27,66,35,19,27,16,0,0,13
"13864",59.5,63.5,26,65,35,19,28,18,1,0,13
"13865",59.5,64.5,25,65,36,19,28,18,1,0,13
"13866",59.5,65.5,23,64,36,19,27,17,1,0,13
"13867",59.5,66.5,23,65,36,20,27,17,1,0,13
"13868",59.5,67.5,23,65,36,20,26,17,1,0,13
"13809",59.5,7.5,17,45,23,15,21,14,0,0,7
"13872",59.5,71.5,21,66,36,19,25,17,1,0,13
"13873",59.5,72.5,21,66,34,18,25,17,1,0,13
"13874",59.5,73.5,21,66,33,18,25,17,1,0,13
"13875",59.5,74.5,21,66,33,17,25,17,1,0,13
"13876",59.5,75.5,21,66,33,15,24,17,1,0,13
"13879",59.5,78.5,23,65,35,15,24,17,1,0,12
"13810",59.5,8.5,21,49,27,20,21,16,0,0,10
"13882",59.5,81.5,21,60,34,13,24,16,1,0,12
"13883",59.5,82.5,22,62,34,13,24,16,1,0,12
"13884",59.5,83.5,24,62,32,13,24,16,1,0,12
"13885",59.5,84.5,24,63,35,12,24,16,1,0,12
"13889",59.5,88.5,23,59,36,12,23,15,1,0,13
"13890",59.5,89.5,23,58,35,13,24,16,1,0,13
"13811",59.5,9.5,25,48,35,24,20,19,0,0,12
"13891",59.5,90.5,25,56,35,13,24,18,1,0,13
"13893",59.5,92.5,24,55,33,13,24,17,0,0,13
"13894",59.5,93.5,25,56,33,12,24,18,0,0,12
"13895",59.5,94.5,24,55,33,13,24,18,0,0,12
"13896",59.5,95.5,24,56,33,12,25,18,0,0,12
"13897",59.5,96.5,24,56,32,11,25,18,0,0,12
"13898",59.5,97.5,24,56,33,11,25,17,0,0,12
"13899",59.5,98.5,24,56,33,11,24,17,0,0,12
"13900",59.5,99.5,22,55,33,11,24,17,0,0,12
"3946",6.5,-0.5,177,143,44,65,32,29,39,9,21
"3945",6.5,-1.5,172,136,42,61,31,26,38,9,17
"3944",6.5,-2.5,161,134,41,62,27,21,39,8,15
"3943",6.5,-3.5,159,138,44,63,25,23,40,8,14
"3942",6.5,-4.5,168,143,44,63,30,27,38,8,17
"3941",6.5,-5.5,177,144,46,66,28,30,35,9,13
"3940",6.5,-6.5,161,139,42,62,27,28,37,8,13
"3931",6.5,-60.5,232,113,62,99,34,17,86,31,24
"3930",6.5,-61.5,245,116,60,103,35,18,93,31,23
"3929",6.5,-62.5,245,117,55,103,35,18,89,33,22
"3928",6.5,-63.5,239,109,50,103,33,18,90,33,22
"3927",6.5,-64.5,237,114,46,102,31,17,88,30,22
"3926",6.5,-65.5,241,115,46,101,31,17,88,30,23
"3925",6.5,-66.5,222,114,51,102,31,20,84,28,23
"3924",6.5,-67.5,176,106,53,82,31,19,64,13,25
"3923",6.5,-68.5,146,98,44,70,27,13,51,11,25
"3939",6.5,-7.5,159,140,40,61,29,27,37,8,15
"3920",6.5,-71.5,164,114,62,87,34,19,60,15,24
"3919",6.5,-72.5,199,108,53,87,32,14,73,43,26
"3918",6.5,-73.5,172,100,56,83,26,15,66,24,14
"3916",6.5,-75.5,193,110,68,77,30,11,71,34,21
"3915",6.5,-76.5,191,117,58,90,31,18,82,32,16
"3938",6.5,-8.5,153,137,38,60,27,24,36,8,15
"3947",6.5,0.5,158,140,43,65,31,29,31,8,19
"3948",6.5,1.5,133,136,37,55,31,23,27,8,19
"3957",6.5,10.5,158,140,45,58,28,27,32,10,23
"4003",6.5,100.5,179,112,59,58,30,16,43,8,9
"4004",6.5,101.5,174,108,57,51,24,14,39,7,10
"3958",6.5,11.5,146,128,41,49,33,29,28,10,32
"3959",6.5,12.5,128,125,39,44,29,28,22,11,27
"3960",6.5,13.5,123,121,40,39,27,27,23,10,26
"3961",6.5,14.5,113,116,39,36,29,24,18,6,28
"3966",6.5,19.5,99,95,34,30,24,25,14,4,16
"3949",6.5,2.5,123,128,36,55,29,18,26,7,11
"3971",6.5,24.5,102,93,35,29,24,26,13,6,10
"3972",6.5,25.5,102,92,38,31,25,26,14,6,12
"3974",6.5,27.5,109,101,46,30,31,20,13,6,24
"3975",6.5,28.5,111,106,50,30,34,21,12,6,24
"3976",6.5,29.5,109,108,55,29,34,21,10,6,25
"3977",6.5,30.5,110,114,54,32,34,21,9,5,25
"3978",6.5,31.5,107,116,55,37,35,25,7,5,30
"3980",6.5,33.5,96,110,52,28,40,28,7,3,21
"3981",6.5,34.5,114,124,57,35,44,34,6,5,31
"3982",6.5,35.5,117,140,65,46,47,35,12,6,31
"3983",6.5,36.5,123,148,66,53,45,36,12,6,38
"3984",6.5,37.5,147,158,70,51,51,32,16,6,48
"3985",6.5,38.5,132,150,63,46,48,32,17,8,37
"3986",6.5,39.5,118,136,50,46,50,36,14,8,23
"3951",6.5,4.5,144,140,32,66,26,16,29,7,14
"3987",6.5,40.5,101,127,51,38,40,34,10,7,21
"3989",6.5,42.5,61,83,37,32,28,18,4,2,17
"3952",6.5,5.5,141,131,33,61,24,21,32,8,13
"3953",6.5,6.5,143,127,37,64,25,20,32,9,23
"3954",6.5,7.5,144,130,37,59,23,17,27,10,20
"3955",6.5,8.5,149,130,42,60,27,21,34,10,17
"3956",6.5,9.5,167,144,43,64,30,23,33,13,18
"13599",60.5,-112.5,17,46,35,13,24,20,0,0,16
"13598",60.5,-113.5,18,46,35,14,24,20,0,0,17
"13597",60.5,-114.5,19,45,35,15,24,20,0,0,18
"13596",60.5,-115.5,19,46,34,14,24,20,0,0,17
"13588",60.5,-123.5,22,40,33,10,25,26,0,0,12
"13587",60.5,-124.5,22,38,34,9,25,27,0,0,11
"13586",60.5,-125.5,19,37,34,9,25,28,0,0,11
"13585",60.5,-126.5,20,38,31,9,26,28,0,0,12
"13579",60.5,-132.5,25,39,32,10,23,26,0,1,13
"13574",60.5,-137.5,21,39,29,9,23,23,0,1,11
"13573",60.5,-138.5,19,41,24,10,24,23,0,1,11
"13572",60.5,-139.5,19,40,24,11,24,21,0,1,11
"13571",60.5,-140.5,18,37,23,10,24,22,0,1,9
"13570",60.5,-141.5,19,40,23,8,24,24,0,1,8
"13569",60.5,-142.5,18,39,23,8,24,24,0,1,8
"13568",60.5,-143.5,18,39,22,10,24,23,0,1,7
"13567",60.5,-144.5,17,42,24,10,23,21,0,1,7
"13566",60.5,-145.5,17,49,25,15,23,21,0,1,7
"13563",60.5,-148.5,16,41,26,10,24,21,0,0,6
"13562",60.5,-149.5,16,43,27,12,24,20,0,0,6
"13561",60.5,-150.5,14,43,24,11,24,18,0,0,6
"13559",60.5,-152.5,16,46,26,11,24,21,0,0,7
"13553",60.5,-158.5,13,30,22,5,21,19,0,0,5
"13552",60.5,-159.5,12,30,21,5,20,18,0,0,6
"13551",60.5,-160.5,13,27,21,4,20,19,0,0,5
"13550",60.5,-161.5,13,25,24,4,19,18,0,0,3
"13549",60.5,-162.5,11,27,21,4,18,17,0,0,3
"13548",60.5,-163.5,8,26,18,4,15,15,0,0,3
"13547",60.5,-164.5,9,28,17,4,15,17,0,0,3
"13619",60.5,-77.5,3,11,11,3,11,10,0,0,3
"13646",60.5,10.5,25,52,37,25,22,18,0,0,12
"13737",60.5,101.5,19,51,31,11,24,16,0,0,13
"13738",60.5,102.5,19,51,31,11,24,16,0,0,13
"13647",60.5,11.5,23,51,35,24,20,16,0,0,13
"13746",60.5,110.5,21,51,34,11,25,17,0,0,12
"13748",60.5,112.5,21,52,35,11,25,17,0,0,13
"13749",60.5,113.5,22,52,34,10,25,18,0,0,12
"13750",60.5,114.5,22,52,34,10,25,18,0,0,12
"13752",60.5,116.5,23,51,34,10,25,18,0,0,12
"13753",60.5,117.5,20,52,34,10,25,18,0,0,12
"13648",60.5,12.5,17,46,31,17,21,15,0,0,9
"13760",60.5,124.5,22,49,36,8,25,18,0,0,13
"13761",60.5,125.5,22,49,35,8,25,20,0,0,13
"13762",60.5,126.5,22,49,34,8,25,20,0,0,13
"13763",60.5,127.5,22,50,34,8,25,18,0,0,13
"13764",60.5,128.5,22,49,34,8,25,18,0,0,13
"13765",60.5,129.5,22,49,33,7,24,17,0,0,13
"13649",60.5,13.5,19,47,29,19,21,18,0,0,9
"13766",60.5,130.5,22,50,34,7,24,15,0,0,13
"13769",60.5,133.5,21,49,32,7,24,16,0,0,12
"13770",60.5,134.5,21,49,32,7,24,17,0,0,12
"13650",60.5,14.5,21,47,28,21,22,17,0,0,9
"13778",60.5,142.5,23,41,24,6,21,18,0,0,7
"13779",60.5,143.5,23,41,25,6,21,18,0,0,7
"13781",60.5,145.5,22,40,27,7,21,17,0,0,6
"13782",60.5,146.5,22,39,25,7,21,18,0,0,6
"13783",60.5,147.5,23,40,25,6,21,17,0,0,6
"13784",60.5,148.5,23,42,27,6,21,17,0,0,6
"13651",60.5,15.5,25,50,36,22,22,14,0,0,10
"13786",60.5,150.5,24,39,29,7,22,17,0,0,6
"13787",60.5,151.5,23,39,29,7,22,16,0,0,6
"13788",60.5,152.5,22,39,28,7,21,16,0,0,6
"13652",60.5,16.5,27,52,36,21,23,15,0,0,12
"13796",60.5,163.5,19,35,26,11,15,12,0,0,7
"13797",60.5,164.5,16,31,22,10,15,12,0,0,5
"13799",60.5,166.5,13,31,21,8,14,12,0,0,5
"13800",60.5,167.5,12,30,22,11,15,13,0,0,5
"13653",60.5,17.5,29,59,38,26,22,15,0,0,12
"13658",60.5,22.5,28,62,39,25,23,17,0,0,10
"13659",60.5,23.5,28,62,41,25,24,17,0,0,12
"13660",60.5,24.5,28,64,41,27,24,15,0,0,11
"13661",60.5,25.5,28,62,40,27,24,13,0,0,11
"13664",60.5,28.5,28,74,44,27,26,15,0,0,16
"13665",60.5,29.5,26,70,41,25,26,16,0,0,15
"13668",60.5,32.5,25,68,41,25,26,17,0,0,16
"13669",60.5,33.5,25,68,41,25,26,19,0,0,16
"13671",60.5,35.5,22,65,41,21,27,17,0,0,16
"13672",60.5,36.5,22,65,41,21,28,16,0,0,16
"13673",60.5,37.5,22,65,42,21,28,18,0,0,16
"13674",60.5,38.5,23,65,41,21,28,19,0,0,16
"13675",60.5,39.5,23,63,40,21,28,19,0,0,16
"13676",60.5,40.5,24,63,39,21,28,17,0,0,17
"13677",60.5,41.5,24,61,39,20,28,17,0,0,17
"13678",60.5,42.5,24,61,39,19,28,16,0,0,17
"13679",60.5,43.5,24,62,39,19,28,15,0,0,17
"13680",60.5,44.5,24,62,39,19,28,15,0,0,17
"13681",60.5,45.5,24,61,39,17,28,15,0,0,17
"13682",60.5,46.5,24,61,39,17,28,16,0,0,17
"13683",60.5,47.5,24,61,38,17,28,16,0,0,17
"13684",60.5,48.5,24,62,38,17,27,17,0,0,17
"13685",60.5,49.5,25,61,39,17,27,17,0,0,17
"13641",60.5,5.5,17,41,25,20,15,11,0,0,7
"13688",60.5,52.5,26,61,40,18,27,16,0,0,17
"13689",60.5,53.5,26,62,39,18,27,16,0,0,17
"13690",60.5,54.5,27,62,39,18,27,16,0,0,17
"13691",60.5,55.5,29,61,40,18,28,15,0,0,17
"13692",60.5,56.5,28,61,39,18,29,15,0,0,16
"13693",60.5,57.5,29,62,37,17,30,14,0,0,16
"13694",60.5,58.5,29,65,36,17,29,15,0,0,15
"13695",60.5,59.5,27,67,36,17,29,15,0,0,14
"13642",60.5,6.5,17,41,23,18,14,14,0,0,7
"13696",60.5,60.5,26,65,34,18,28,15,0,0,11
"13697",60.5,61.5,25,66,34,18,28,15,0,0,12
"13698",60.5,62.5,24,65,34,19,28,16,0,0,12
"13699",60.5,63.5,23,64,34,19,28,16,0,0,12
"13700",60.5,64.5,23,65,34,19,27,16,0,0,12
"13701",60.5,65.5,23,65,34,19,25,16,0,0,12
"13702",60.5,66.5,21,65,34,19,24,16,0,0,12
"13703",60.5,67.5,21,66,33,20,24,16,0,0,12
"13704",60.5,68.5,23,65,33,19,24,16,0,0,12
"13643",60.5,7.5,15,48,23,15,16,13,0,0,4
"13707",60.5,71.5,21,63,33,16,24,17,0,0,13
"13708",60.5,72.5,21,62,33,16,23,17,0,0,12
"13709",60.5,73.5,21,61,33,15,22,17,0,0,12
"13710",60.5,74.5,20,62,33,12,22,16,0,0,12
"13711",60.5,75.5,19,63,33,12,22,16,0,0,12
"13712",60.5,76.5,19,63,33,12,22,17,0,0,12
"13713",60.5,77.5,19,62,34,12,22,17,0,0,11
"13714",60.5,78.5,18,59,35,12,22,17,0,0,11
"13644",60.5,8.5,20,51,30,16,19,16,0,0,10
"13717",60.5,81.5,19,59,33,11,22,16,0,0,11
"13718",60.5,82.5,17,59,33,11,22,16,0,0,11
"13719",60.5,83.5,17,59,33,11,22,16,0,0,11
"13720",60.5,84.5,21,58,31,10,22,15,0,0,11
"13721",60.5,85.5,22,56,31,11,22,15,0,0,12
"13722",60.5,86.5,23,55,31,11,22,15,0,0,12
"13723",60.5,87.5,23,54,32,12,21,15,0,0,12
"13724",60.5,88.5,24,54,33,12,21,16,0,0,12
"13645",60.5,9.5,22,55,30,20,21,18,0,0,9
"13513",61.5,-123.5,20,38,31,10,25,25,0,0,11
"13512",61.5,-124.5,21,37,31,9,25,28,0,0,11
"13511",61.5,-125.5,20,34,31,8,25,28,0,0,11
"13510",61.5,-126.5,18,33,28,8,25,29,0,0,11
"13509",61.5,-127.5,19,33,29,9,25,29,0,0,11
"13508",61.5,-128.5,19,36,30,9,25,29,0,0,12
"13498",61.5,-138.5,19,39,29,9,24,23,0,0,12
"13497",61.5,-139.5,19,39,29,8,24,22,0,0,12
"13496",61.5,-140.5,18,37,26,6,23,22,0,0,10
"13495",61.5,-141.5,17,36,24,8,23,24,0,1,8
"13494",61.5,-142.5,17,35,23,8,23,25,0,1,8
"13493",61.5,-143.5,16,33,22,7,23,24,0,1,9
"13492",61.5,-144.5,17,34,22,8,23,22,0,1,9
"13491",61.5,-145.5,17,37,24,9,23,23,0,1,9
"13490",61.5,-146.5,18,43,26,9,23,23,0,1,9
"13488",61.5,-148.5,19,40,24,11,24,23,0,0,8
"13486",61.5,-150.5,18,42,25,8,24,20,0,0,8
"13485",61.5,-151.5,17,39,25,8,24,21,0,0,9
"13484",61.5,-152.5,18,34,24,7,23,22,0,0,6
"13477",61.5,-159.5,13,32,24,5,21,18,0,0,5
"13476",61.5,-160.5,12,30,22,6,21,16,0,0,5
"13475",61.5,-161.5,11,30,21,5,18,16,0,0,5
"13474",61.5,-162.5,7,26,22,5,18,16,0,0,4
"13473",61.5,-163.5,8,26,19,4,17,16,0,0,4
"13472",61.5,-164.5,9,27,17,4,15,16,0,0,3
